Unnamed,title,final_clean
829,Senior Full Stack Engineer,die hauptaufgabe besteht der entwicklung neuer applikationen sowie der weiterentwicklung von bestehenden applikationen eigenverantwortlich komplexen projekten erfahrung al fullstack entwickler gesammelt idealerweise mit angular frontend seitig und mit java im backend
830,Software Entwickler (Full-Stack) (m/w/d),wir suchen zur verst rkung unseres team einen software entwickler full stack vollzeit dy ist eine tolle glicheit sich einer stark wachsenden organisation weiterzuentwickeln vollzeit tigkeitsschwerpunkte entwicklung von desktop applikationen c java
831,Mentor*in/Trainer*in/Coach - Full Stack Developer (w/m/x),betreuung von full stack frontend entwicklung java entwicklung testautomatisierungsprojekten jahrelange und gliche praktische programmiererfahrung mit mindestens einer der folgenden programmiersprachen oder plattformen java c python javascript
832,Full-Stack Entwickler,den letzten jahren haben moderne organisation und projektformen da berufsbild von software entwicklern ver ndert programmiersprachen insbesondere der web entwicklung javascript typescript framework wie react angular oder vue html cs sowie c java oder node j
833,Embedded Software Entwickler (m/w/d),entwicklung von software l sungen durchf hrung von software test und dokumentation umsetzung der entwicklungsprozesse gestaltung und entwicklung von softwarekomponenten einschl gige erfahrung mit ebedded software entwicklung und den programmiersprachen c c c oder java
834,Embedded Software Entwickler (m/w/d),entwicklung von software l sungen durchf hrung von software test und dokumentation umsetzung der entwicklungsprozesse gestaltung und entwicklung von softwarekomponenten einschl gige erfahrung mit ebedded software entwicklung und den programmiersprachen c c c oder java
835,Embedded Software Entwickler (m/w/d),entwicklung von software l sungen durchf hrung von software test und dokumentation umsetzung der entwicklungsprozesse gestaltung und entwicklung von softwarekomponenten einschl gige erfahrung mit ebedded software entwicklung und den programmiersprachen c c c oder java
836,DeveloperIn in einem RPA Team (m/f/d) Job ID:354064,konzeption und implementierung von l sungen zur automatisierung von strukturierten gesch ftsprozessen f r unsere kunden und atos intern jahre arbeitserfahrung der softwareentwicklung praxiserfahrung mindestens einer objektorientierten programmiersprache z b net vba java c python etc
837,Junior Softwareentwickler / C (m/w/d),abgeschlossene htl fh uni im bereich informatik elektronik software engeneering gute kenntnisse netzwerktechnik hardware software idealerweise erste berufserfahrung im bereich software development erfahrung mit java und php symfony framework
838,IT-Techniker / IT-Administrator (m/w/x),abgeschlossene berufsausbildung htl matura oder lehre mit mehrj hriger erfahrung erfahrung im bereich active directory client management security netzwerk datenbanken erste erfahrung der software entwicklung z b c java
839,IT-Techniker / IT-Administrator (m/w/x),abgeschlossene berufsausbildung htl matura oder lehre mit mehrj hriger erfahrung erfahrung im bereich active directory client management security netzwerk datenbanken erste erfahrung der software entwicklung z b c java
840,Senior Front-End Entwickler – Fokus auf Bluetooth,und erfahrung der entwicklung von cordova capacitor plugins f r io swift objective c und android kotlin java der suche nach einem kompetenten front end developer mit einschl gigen erfahrungen der c und android kotlin java sowie einschl giger erfahrung mit
841,IT - Application Manager JAVA (m/w),end end verantwortung positionierung al verl sslicher ansprechpartner f r java basierte projekte und oder dienstleistungen bachelor oder master abschluss oder gleichwertige erfahrung softwareentwicklung oder informatik
842,Angular Webentwickler (w/m/d),frontend entwicklung unserer common data environment l sung datenpool einem lockeren famili ren umfeld mit flexibler zeiteinteilung und home office umsetzung der kundenanforderungen angular zusammenarbeit mit dem vertriebs und entwicklungsteam technische ausbildung der softwareentwicklung
843,Atlassian Consultant Fokus - Development Атласський консультант Фокус - Розвиток,du kannst eine programmier oder skriptsprache java groovy und kennst dich mit sql datenbanken au idealerweise hast du erfahrung zwei bereichen au software development projektmanagement itsm testmanagement infrastrucutre code und ci cd prozessen
844,(Junior) Softwareentwicker*in,eigenentwicklungen al softwareentwickler bei un entwickelst du gemeinsam mit unseren langj hrigen mitarbeiter innen innovative software l sungen sehr gute programmierkenntnisse einer der g ngigen programmiersprachen wie python c java ruby c php
845,Backend Developer (w/m/d),du bist allen klassischen aufgaben de entwicklungsprozesses beteiligt vom softwaredesign ber die entwicklung bi hin zur automatisierten und manuellen stellen wir un dich vor du verf gst ber solide programmiererfahrung net java c oder node j
846,Data Engineer (m/w/x),aufbau und management der datenarchitektur daten pipeline mittels java python und sql umsetzen und warten design und umsetzung von verteilten datenverarbeitungssystemen batch und stream abschluss informatik oder erfahrung im bereich der datenverarbeitung und software entwicklung
847,Software Architect,du bist eigenst ndig f r die konzeptionierung und weiterentwicklung unserer anwendungssoftware und basistechnologien zust ndig kenntnisse java oracle datenbank und pl sql mindestens jahre berufserfahrung der software entwicklung
848,Software Entwickler (m/w) Logistik,realisierung der intralogistik projekte von internationalen kunden entwicklung und design von logistiksoftwarel sungen java anpassung der standardsoftware die individuellen bed rfnisse der kunden berufserfahrung der softwareentwicklung von vorteil
849,J2EE Softwareentwickler(In) mit Datenbankkenntnissen,fu r unseren kunden der im telekommunikations bereich ho chst erfolgreich agiert und seine softwarelo sungen global vertreibt und betreut suchen wir zur idealerweise mindestens zweija hrige erfahrung al programmierer vorzugsweise programmiererfahrung mit gui und hintergrundprozessen
850,Mitarbeiter (m/w) im Projektmanagement – Unique IDs für Sicherheitsetiketten,sie betreuen al projektmanager f r sicherheitsetiketten mit uids unsere kunden im internationalen markt jedes etikett erh lt einen einmaligen code der variable datenstrom samt druck kameraerfassung und qualit tskontrolle wird von ihnen verantwortet software entwickler frontend java
851,(Senior) Software Engineer (all genders),weiter entwicklung von saas produkten mit c net core auf einer cloud nativen microservice plattform im finanzdienstleistungssektor mehrere jahre erfahrung mit relationalen datenbanken und webentwicklung c java kotlin oder go
852,IoT Software-Engineer (m/w/d),graz zum sofortigen eintritt software entwicklung von neuen spannenden iot feature und service auf basis der kundenanforderungen oems smart city u zusammenarbeit mit cto ceo und erfahrenen senior entwicklern erfahrung der software entwicklung mit java ist von vorteil
853,Embedded Software Entwickler (w/m/d),design und implementierung von embedded echtzeit software auf sicherheitsgerichteten steuerungen neuester generation erfahrung der software entwicklung von sicherheitsgerichteten embedded echtzeit systemen inkl testung und dokumentation zumindest einer programmiersprache z b c c java python
854,Web Developer (m/w/*),unsere leidenschaft f r die welt der metalle hat un zu anerkannten pionieren unserer branche gemacht ausbildung im bereich softwareentwicklung htl fh uni oder gleichwertige berufserfahrung kenntnisse einer objektorientierten programmiersprache c java
855,Softwaredeveloper (m/w/d),teil eines multidisziplin ren team da auf ein gemeinsames ziel hinarbeitet pr ferenzen unterst tzen sie diverse agile produktentwicklungsteams net locker software java spring backend cloud kubernetes app backend angular web mehrere jahre berufserfahrung der software entwicklung
